"","Exporter","Importer","VoT","Quantity"
"3296","BRA","HND",14449958724.6081,122.796439681225
"3297","BRA","SLE",223289.975088968,398.647088967972
"3298","BRA","EGY",10871759755.465,6485.39586028532
"3299","BRA","CPV",12127868980.022,489.496986044862
"3300","BRA","NRU",44980.5,48.4415
"3301","BRA","CHE",12859633118.0011,4968.76474164815
"3302","BRA","AIA",1249808373.16883,31.4833737412766
"3303","BRA","EST",10456825292.0008,100.39843589055
"3304","BRA","DJI",630031193.048193,287.99503039808
"3305","BRA","PYF",11545296434.9408,12.4173670193284
"3306","BRA","NOR",10481032527.8725,3327.82368990258
"3307","BRA","CAF",2517414099.49231,227.751677907233
"3308","BRA","TKM",676767.58974359,275.252128205128
"3309","BRA","TJK",1393391.24242424,1162.28015151515
"3310","BRA","COK",4151992632.52941,11.8485882352941
"3311","BRA","SVK",11224473337.4656,428.348018605437
"3312","BRA","VGB",323435.047222222,53.2940055555556
"3313","BRA","ALB",10176616887.7376,559.608135604968
"3314","BRA","TUN",10517103866.3634,816.880843540717
"3315","BRA","SLB",6036902060.70588,19.2653799003
"3316","BRA","TKL",37432.5,0.613
"3317","BRA","PAK",12424736976.8289,1164.34326544084
"3318","BRA","YEM",9625153163.44062,3735.5800832135
"3319","BRA","OMN",11603186240.1779,394.843060420925
"3320","BRA","BIH",8500483865.0866,814.03590596772
"3321","BRA","MKD",8595049763.82265,634.658253375098
"3322","BRA","ASM",72237.6153846154,17.8238461538462
"3323","BRA","GIB",86106.1458333333,943.139875
"3324","BRA","COM",6595219203.47244,153.927794400669
"3325","BRA","SEN",10775510908.3376,1084.17101872965
"3326","BRA","NPL",4906932040.09302,59.801455486143
"3327","BRA","AND",8441.82608695652,7.0424347826087
"3328","BRA","BOL",17697241680.9189,350.156150204143
"3329","BRA","JOR",11130094240.497,395.64968764562
"3330","BRA","DOM",14187343288.7285,307.38639815639
"3331","BRA","BGD",8188928462.12226,7694.89576143347
"3332","BRA","IOT",6952,9.617
"3333","BRA","MNP",4609.75,0.269958333333333
"3334","BRA","IDN",11841861338.3047,4803.28836630898
"3335","BRA","CHN",14415111090.6361,87954.4406888152
"3336","BRA","GRC",11679903722.2435,721.777843218503
"3337","BRA","GUY",10445699504.9,74.2969900956868
"3338","BRA","AUS",14869250311.8949,1201.49163008411
"3339","BRA","ETH",11246263168.237,176.792336541732
"3340","BRA","ZWE",10400623064.9208,46.7022358167479
"3341","BRA","CYM",523383.107594937,948.324213080169
"3342","BRA","AGO",382613.99014435,412.254451070184
"3343","BRA","SMR",18964,11.9202142857143
"3344","BRA","GNB",124389.125,351.8380625
"3345","BRA","IRQ",1659950.53819444,3257.95945486111
"3346","BRA","ZAF",14649533957.632,975.894974257704
"3347","BRA","HKG",11464060847.354,1581.30025588558
"3348","BRA","CIV",12685407097.0997,846.237464371158
"3349","BRA","QAT",6567373382.03229,1697.35220370495
"3350","BRA","GIN",5280174851.8046,1820.54032050491
"3351","BRA","AUT",12003497306.2752,2198.57222170728
"3352","BRA","PSE",4783087470.36154,313.570976923077
"3353","BRA","PRT",16021067555.4341,2285.88247178593
"3354","BRA","ARG",19590788122.2907,3858.8920519101
"3355","BRA","MAC",12116825802.3425,140.231681862082
"3356","BRA","BLZ",10902955589.412,39.9714482948857
"3357","BRA","UGA",9462219613.42641,297.393086503026
"3358","BRA","MSR",16253972665.2917,13.5112548075937
"3359","BRA","POL",12503029896.8091,758.907742895176
"3360","BRA","CXR",153877,561
"3361","BRA","GHA",11499484035.0959,1838.1124295371
"3362","BRA","SGP",12716395307.3679,2770.18096048564
"3363","BRA","MWI",8263154870.75269,26.2112251893341
"3364","BRA","TCD",186686.734375,179.341640625
"3365","BRA","SLV",15381551045.7471,280.773708763926
"3366","BRA","MAR",11647558326.1103,2547.81549331805
"3367","BRA","SWE",13119640230.7498,598.444110324864
"3368","BRA","SHN",19258.8,8.0852
"3369","BRA","BRN",5113415465.00926,24.7878873914315
"3370","BRA","AZE",14219922843.0363,2296.80333010799
"3371","BRA","MYS",12148215423.3885,4721.82513513966
"3372","BRA","GRL",14533813534.0152,7.36319696969697
"3373","BRA","ANT",6720508883.87074,3674.86440606702
"3374","BRA","NZL",13323320060.0935,110.44273683383
"3375","BRA","CUB",11565846477.6108,469.976542670239
"3376","BRA","SAU",9959044146.79812,6729.54575840376
"3377","BRA","SUR",8843527288.7492,155.192258362417
"3378","BRA","TLS",76984.9583333333,19.2515416666667
"3379","BRA","LBY",2904594046.63415,9274.82175989601
"3380","BRA","FIN",11724745659.6328,1318.49843018093
"3381","BRA","PER",17790346340.1389,647.423723659447
"3382","BRA","COG",1871340126.56407,644.740281521223
"3383","BRA","GNQ",79619.6204427083,59.3713509114583
"3384","BRA","ISR",12813727684.0624,579.839885413901
"3385","BRA","MEX",17709735649.2893,1871.33099267852
"3386","BRA","TUR",13536497721.9618,4101.251840203
"3387","BRA","NCL",10942399913.8413,29.1565517794593
"3388","BRA","MRT",6071956894.04904,4677.47643495449
"3389","BRA","NER",9345965359.55,1342.01564904747
"3390","BRA","STP",6790682989.67887,38.8315030165152
"3391","BRA","PNG",108633.883018868,12.9954226415094
"3392","BRA","TTO",13539287625.916,5764.328675238
"3393","BRA","IND",13503351486.0861,2800.94777192927
"3394","BRA","PRK",364061.634013605,1890.81372244898
"3395","BRA","BFA",7114454061.27372,938.186880187388
"3396","BRA","HUN",12617156325.3978,280.211414970196
"3397","BRA","BEN",9161765212.33099,1732.35999518757
"3398","BRA","KWT",4902491776.38784,624.671557295642
"3399","BRA","ABW",6210603244.56039,2084.75465403902
"3400","BRA","CMR",8740520881.22838,1706.69990541316
"3401","BRA","LAO",8195.7,2.73756666666667
"3402","BRA","KHM",9948312016.85246,58.9604832227279
"3403","BRA","BTN",18652233391,9.0642046601
"3404","BRA","MLI",8009380466.31203,821.591189259372
"3405","BRA","ESP",15385655700.7797,5616.3248533145
"3406","BRA","JAM",12459379010.9374,949.166543249241
"3407","BRA","DEU",15272398215.351,13066.1932597936
"3408","BRA","MLT",11694059333.7471,554.726120190844
"3409","BRA","CAN",15662789774.6765,3119.6391081858
"3410","BRA","BLR",10407897263.6379,924.657889666349
"3411","BRA","COL",17458830136.3762,614.720668944338
"3412","BRA","BHS",4055422921.54643,19699.7719725067
"3413","BRA","BGR",9327461952.58842,2445.71551788598
"3414","BRA","MNG",9611034718.19444,73.2147497753241
"3415","BRA","IRN",3396360940.95327,13520.0925290523
"3416","BRA","SCG",215222.838095238,80.8258761904762
"3417","BRA","SYR",7987625204.04339,1994.0530203244
"3418","BRA","MMR",248037.720588235,91.0138235294118
"3419","BRA","LCA",10052390380.9115,38659.6862674562
"3420","BRA","ROU",11770370188.2156,6956.24781512082
"3421","BRA","CRI",15388595308.0438,271.347265875587
"3422","BRA","UKR",9999407976.70308,2073.27994685768
"3423","BRA","CCK",6569,0.12875
"3424","BRA","MDV",9673688063.90178,138.795558948297
"3425","BRA","SVN",9518294335.06509,942.053212316216
"3426","BRA","GRD",11156868843.9185,90.7034472740399
"3427","BRA","N/A",1282826.23628049,14437.5566778455
"3428","BRA","BDI",12761221370.2174,8.45579580844058
"3429","BRA","MHL",343935.272727273,668.583909090909
"3430","BRA","MOZ",10884279259.7721,99.0064423700817
"3431","BRA","NFK",30125.5,53.3608333333333
"3432","BRA","LVA",12648285547.0267,358.430183964214
"3433","BRA","CHL",18610692112.9696,1508.83290060458
"3434","BRA","BRB",12823541902.2001,101.380459848116
"3435","BRA","FRA",14645276927.3433,8810.89523443848
"3436","BRA","PRY",19085555698.8732,765.839218119018
"3437","BRA","AFG",2369104895.15584,436.767649350649
"3438","BRA","TCA",79143.0425531915,576.686212765957
"3439","BRA","LTU",10856745975.125,698.295556805121
"3440","BRA","MDA",9637224536.33015,216.024632011965
"3441","BRA","MDG",9146420288.72776,312.257871803206
"3442","BRA","ATA",10702361473.2377,65.4516534170781
"3443","BRA","ARE",4297374928.82006,2076.53327883621
"3444","BRA","KNA",8063888493.83534,32.7040084306699
"3445","BRA","TON",9090572038.15385,18.2082149485615
"3446","BRA","HRV",10262305499.1048,750.28331039424
"3447","BRA","NGA",7162926851.35525,5302.7297364135
"3448","BRA","ITA",15365423633.645,8167.82271867174
"3449","BRA","GAB",12471017058.0562,273.460518520065
"3450","BRA","VNM",11229684399.6097,1174.84224691788
"3451","BRA","SDN",6039917913.68643,605.788092927571
"3452","BRA","GTM",16278088159.1936,172.411942471673
"3453","BRA","FSM",145790,20.9716
"3454","BRA","VEN",16982224769.9618,715.425916399845
"3455","BRA","RWA",6697904903.97196,13.9073647117364
"3456","BRA","TZA",10848247443.775,175.214605166826
"3457","BRA","KAZ",9571923821.09321,1227.69432726635
"3458","BRA","BEL",13339032990.5009,9237.07721916926
"3459","BRA","GUM",17255.4423076923,17.0180769230769
"3460","BRA","PLW",10215.3333333333,0.513333333333333
"3461","BRA","NIC",14004019837.3526,34.3904602483825
"3462","BRA","BMU",880044.974683544,132.317898734177
"3463","BRA","URY",19389942512.2577,403.557274072192
"3464","BRA","WSM",10893135320.9737,18.5444326831934
"3465","BRA","VUT",3907418471,3.95584210526316
"3466","BRA","ARM",10177195336.3781,468.301825679818
"3467","BRA","ECU",17852311840.4707,241.961541656054
"3468","BRA","THA",13235304296.786,3936.40911303085
"3469","BRA","ISL",8148004948.08424,662.572208325135
"3470","BRA","CZE",12227561662.416,311.42301405865
"3471","BRA","ERI",783397.189189189,2358.08883783784
"3472","BRA","SRB",6240740203.32047,501.857746872585
"3473","BRA","IRL",11201561214.2333,3377.39016757614
"3474","BRA","MNE",4020057870.60256,574.957074611523
"3475","BRA","BHR",10102917107.4866,13102.4878978341
"3476","BRA","KIR",13762769237.2727,25.5397372727273
"3477","BRA","TUV",1317559.42857143,5.07505028571429
"3478","BRA","UZB",285332.141176471,298.997447058824
"3479","BRA","PAN",13416379021.6247,122.49959510945
"3480","BRA","SYC",6155738115.40889,48.3619758982489
"3481","BRA","MUS",10019293050.4843,38.6319377500733
"3482","BRA","NLD",12621208004.6158,12899.3784878211
"3483","BRA","GMB",7220542965.20548,1808.334599523
"3484","BRA","DZA",9387845547.88113,2595.85675637501
"3485","BRA","PHL",11690505154.3347,7643.89724461847
"3486","BRA","KEN",10639794524.0292,182.05267380007
"3487","BRA","WLF",33818973404.5,143.5935
"3488","BRA","TGO",5922806063.83742,1494.15454717771
"3489","BRA","LBN",13932559753.0304,277.844304087795
"3490","BRA","SOM",5373102.30434783,25854.4812173913
"3491","BRA","NIU",28708.8333333333,71.3526666666667
"3492","BRA","KGZ",8486617027.98473,461.925813042445
"3493","BRA","RUS",12689905258.1037,6208.4302045035
"3494","BRA","LKA",8653462255.22457,612.385226515685
"3495","BRA","JPN",13422283223.0469,27447.241790836
"3496","BRA","PCN",2056.5,0.082
"3497","BRA","LBR",154372.700831025,281.73744598338
"3498","BRA","HTI",199273.554493308,474.250471319312
"3499","BRA","CYP",9469662690.90743,2224.82352717993
"3500","BRA","USA",16803357576.5241,9785.96811796005
"3501","BRA","KOR",12549439708.6873,22098.1456660497
"3502","BRA","GEO",8151696615.94639,2318.37138558982
"3503","BLZ","DMA",10203711631.9615,48.929410999
"3504","BLZ","PAN",3085638018.86792,1771.05197744203
"3505","BLZ","GAB",7081,17.146
"3506","BLZ","DOM",4463093037.39394,244.279347860606
"3507","BLZ","CUB",51391.2857142857,6.38585714285714
"3508","BLZ","SVN",12198994359,2.79066666666667
"3509","BLZ","AUS",9452161720.54193,16.0093602289316
"3510","BLZ","IND",8150011315.16216,23.7839189189189
"3511","BLZ","ROU",8592771231.22222,1.078
"3512","BLZ","DEU",10743728712.299,61.0379695355567
"3513","BLZ","SVK",6201345918.58333,6.34875
"3514","BLZ","KGZ",3852,0.052
"3515","BLZ","N/A",7690.8,3.7696
"3516","BLZ","HND",5840913063.75714,12.5723153756186
"3517","BLZ","NPL",20020987957.75,18.0375
"3518","BLZ","WSM",1294,1
"3519","BLZ","GTM",5180138143.6124,114.96596875062
"3520","BLZ","VUT",1817,0.746
"3521","BLZ","PRT",7408443376,5608.63713563636
"3522","BLZ","JPN",8131514000.10619,134.298894793973
"3523","BLZ","ARE",2308794167.22581,353.48339516129
"3524","BLZ","VNM",10247887005.8136,982.32001
"3525","BLZ","PAK",5513025896.16667,59.083625347497
"3526","BLZ","MNE",4083785,59.9
"3527","BLZ","BRN",11595953780.4545,2.35954545454545
"3528","BLZ","HUN",505811967.6,9.63788571428571
"3529","BLZ","BGD",10223650168.5455,106.421545454545
"3530","BLZ","LTU",31335333570.8333,5105.56166666667
"3531","BLZ","RUS",17469084785.3,921.5428
"3532","BLZ","BMU",50171,322.749
"3533","BLZ","CIV",27859026132.5333,3303.1423
"3534","BLZ","MWI",17246998854.6667,147.785666666667
"3535","BLZ","ETH",6455503974.92857,11.5300714285714
"3536","BLZ","NGA",6564187295.48938,1401.32174667421
"3537","BLZ","AUT",7754338340.21875,22.2375625
"3538","BLZ","POL",7351549166.2,368.7673
"3539","BLZ","GIB",43248,44.526
"3540","BLZ","SRB",5294938619.55556,7.15633333333333
"3541","BLZ","BOL",10395,6.7355
"3542","BLZ","LKA",4376005592.8,9.50086666666667
"3543","BLZ","CRI",4260131793.42177,1608.93740590762
"3544","BLZ","VCT",14275236456.3171,8.59945320267805
"3545","BLZ","MAR",1565.66666666667,0.025
"3546","BLZ","MUS",4891925520.4,128.6498
"3547","BLZ","MEX",2929775248.02247,111.232072997412
"3548","BLZ","KOR",9455839990.38571,117.25175526026
"3549","BLZ","GIN",2971563332.5,29.4648888888889
"3550","BLZ","BGR",2883851562.66667,5.59622484236296
"3551","BLZ","TGO",7595404,585.883
"3552","BLZ","FRA",10385161436.7603,69.9367335732645
"3553","BLZ","GRD",15462921595.7333,25.8672222222222
"3554","BLZ","CMR",6134578964.78571,1415.637
"3555","BLZ","TCA",6382.2,0.664
"3556","BLZ","MRT",21952776208,959.663
"3557","BLZ","ARG",19553239612,0.253
"3558","BLZ","ISL",17807830653,11.421
"3559","BLZ","SAU",384382.5,109.344375
"3560","BLZ","CHE",8989703652.33333,7.96270231890513
"3561","BLZ","FJI",16018039379.6667,17.4727777777778
"3562","BLZ","IRL",12281833189.9375,3998.56769932006
"3563","BLZ","IDN",14128462061.2174,470.908304347826
"3564","BLZ","VEN",1354887986.54286,18.8125225714286
"3565","BLZ","SUR",11882645221,25.5135
"3566","BLZ","TTO",11863715251.0263,600.892706494417
"3567","BLZ","CAN",7589743329.98851,95.0236962690457
"3568","BLZ","YEM",3381,0.014
"3569","BLZ","TUN",7154.85714285714,0.971428571428571
"3570","BLZ","AIA",2250340291,41.855
"3571","BLZ","NLD",4377152922.2029,752.962590438652
"3572","BLZ","CZE",8103635839.80769,4.00692307692308
"3573","BLZ","BHR",19839348568.8333,10.6633333333333
"3574","BLZ","GRC",13595612938.8889,38.6039788888889
"3575","BLZ","KNA",7024632534.125,2.557875
"3576","BLZ","ECU",13991275141.6,35.6462
"3577","BLZ","LBN",1510965860.66667,4.14777777777778
"3578","BLZ","BIH",23538071553.2857,10.7035714285714
"3579","BLZ","CYM",26276,59.0119047619048
"3580","BLZ","KEN",5916005008.75,22.1384751
"3581","BLZ","BLR",33320775446.5,1.00116666666667
"3582","BLZ","HTI",8120.66666666667,0.283333333333333
"3583","BLZ","BRB",15650982584.1591,51.0321887187386
"3584","BLZ","ATA",8275621878.16667,10.0213416500833
"3585","BLZ","SWE",8458290493.45455,829.339090909091
"3586","BLZ","FIN",14949646740.5385,2758.71909415385
"3587","BLZ","RWA",59102,0.004
"3588","BLZ","UKR",12845934556.1277,59.1048510638298
"3589","BLZ","CHN",4839191379.64286,86.037072957
"3590","BLZ","GHA",2401341726,2.36233333333333
"3591","BLZ","NOR",1694597760.66667,0.699083333333333
"3592","BLZ","ABW",337,1.523
"3593","BLZ","LCA",8419050569.6087,6.85508695652174
"3594","BLZ","SCG",7081,17.146
"3595","BLZ","KWT",3398035763.77273,12.1073636363636
"3596","BLZ","ISR",8005.25,16.555875
"3597","BLZ","BHS",259381.125,48.95625
"3598","BLZ","DNK",16364236095.0385,353.468884615385
"3599","BLZ","KIR",18400492813,0.396
"3600","BLZ","URY",1738773775.33333,48.812
"3601","BLZ","ZWE",19072973493,13.554
"3602","BLZ","MOZ",15174382830,57.5405
"3603","BLZ","GEO",9499.83333333333,14.22825
"3604","BLZ","JAM",15828611579.4825,591.546428720832
"3605","BLZ","MKD",1480609.66666667,10.2506666666667
"3606","BLZ","NZL",1456315395.76923,1.35969230769231
"3607","BLZ","ZMB",22067997006.2,4.502
"3608","BLZ","DZA",50927.1111111111,96.4775555555556
"3609","BLZ","AZE",7929413100.60976,1.11743902439024
"3610","BLZ","SGP",11437,51.961
"3611","BLZ","ALB",43384122326.5,12.8855
"3612","BLZ","TUR",14491622154.6316,570.245052631579
"3613","BLZ","ESP",11205020951.7547,230.023070654151
"3614","BLZ","PSE",16983,4.815
"3615","BLZ","BEL",8307131845.3421,1143.36094736842
"3616","BLZ","GUY",15807730301.5152,159.881080164945
"3617","BLZ","SLV",9343491737.375,221.353338315109
"3618","BLZ","EST",9434516738.22222,10.969
"3619","BLZ","MDA",7757578343.66667,23.1075
"3620","BLZ","BRA",8665571234.375,20.0186666666667
"3621","BLZ","NIC",6913938483.125,1.666125
"3622","BLZ","HRV",3762573105.66667,3.41477777777778
"3623","BLZ","HKG",19909796950.9,56.1792
"3624","BLZ","NCL",1986187742.33333,0.130333333333333
"3625","BLZ","PER",850,0.054
"3626","BLZ","COL",1002106.875,1353.04297635
"3627","BLZ","CPV",13432798533.8333,5.61383333333333
"3628","BLZ","THA",10387219063.6719,538.124607142969
"3629","BLZ","ANT",2424414921.34615,153.331344611538
"3630","BLZ","KHM",13146,3.537
"3631","BLZ","ZAF",115535.935064935,23.6132467532468
"3632","BLZ","GBR",5302782408.90306,3857.61188094586
"3633","BLZ","LVA",4420953258.71429,13.095
"3634","BLZ","ITA",15035122977.5152,293.797899645606
"3635","BLZ","MLT",2248,0.052
"3636","BLZ","MSR",1506,0.679333333333333
"3637","BLZ","KAZ",5062996026,10.69
"3638","BLZ","CHL",31491.6666666667,20.2998555555556
"3639","BLZ","CYP",6222580253.33333,15.1226666666667
"3640","BLZ","MYS",12611078681.2917,53.318625
"3641","BLZ","USA",7135689661.69843,1034.91098892679
"3642","BLZ","VGB",11059,4.332
"3643","BLZ","ARM",1701113557.42857,3.33057142857143
"3644","BLZ","SDN",19268,19.115
"3645","IOT","RUS",2803699641.8,3.0746
"3646","IOT","NIC",20360.5,2.2055
"3647","IOT","KAZ",2341805897.66667,2.28666666666667
"3648","IOT","COL",3605.2,0.081
"3649","IOT","PYF",1093,0.06
"3650","IOT","MYS",14423.5,2.26766666666667
"3651","IOT","ALB",14565165287.4,2.4648
"3652","IOT","SVN",2451930862.66667,2.35316666666667
"3653","IOT","SDN",220900,3.58741666666667
"3654","IOT","PAK",4734036800,54.1991764705882
"3655","IOT","NZL",3682,0.033
"3656","IOT","POL",2180556443.85714,3.85907142857143
"3657","IOT","SVK",2974.8,0.2262
"3658","IOT","BRB",409655.363636364,2.39772727272727
"3659","IOT","PRY",20033,0.275
"3660","IOT","AUT",2179444182.6,5.0794
"3661","IOT","ZAF",18205,5.51057142857143
"3662","IOT","GIN",5661,11.148
"3663","IOT","MLI",16246,7
"3664","IOT","AUS",76783.125,8.24
"3665","IOT","ATA",18404223503,6.944
"3666","IOT","CAN",5641454827.45455,2.15948625367273
"3667","IOT","GRC",13606,3.72
"3668","IOT","ETH",7390157346.5,113.0265
"3669","IOT","LBN",2153,0.0553333333333333
"3670","IOT","CRI",230934.6,35.6998
"3671","IOT","GUY",7960.53846153846,0.470307692307692
"3672","IOT","KEN",29546,2.382
"3673","IOT","SRB",1361882,11.42
"3674","IOT","BRA",4852,0.73
"3675","IOT","NGA",1987949317,1655.19385714286
"3676","IOT","KOR",2513.6,0.011
"3677","IOT","FRA",4371299182.95238,10.0859523809524
"3678","IOT","BIH",25087.25,1.14725
"3679","IOT","CZE",3479005104.4375,14.5168125
"3680","IOT","ITA",58320.6,1.4534
"3681","IOT","JPN",10124920854,9.6155
"3682","IOT","ROU",80043,5.57875
"3683","IOT","NLD",16510.6,0.6468
"3684","IOT","DEU",8133861619.1579,4.88751748614737
"3685","IOT","TGO",4738214316.33333,23.4366666666667
"3686","IOT","GEO",107509,10.326
"3687","IOT","BGD",15188947909.4,11.4509
"3688","IOT","TZA",2792166185.7,11.5687
"3689","IOT","MEX",33158.619047619,0.49525
"3690","IOT","MOZ",500579876.717949,164.022461538462
"3691","IOT","KGZ",8161.8,0.14586666666
"3692","IOT","IRL",3362733431.22222,5.29211111111111
"3693","IOT","EST",68490626225.6667,20.234
"3694","IOT","THA",33582,17.283625
"3695","IOT","BEL",904580.75,18.005
"3696","IOT","USA",3812602576.78261,5.83473101587826
"3697","IOT","DNK",4261331273.93182,1.91297727272727
"3698","IOT","RWA",14950552004,23.5335
"3699","IOT","GHA",10411.1304347826,0.356695652173913
"3700","IOT","DOM",2408642835.13043,11.6325652173913
"3701","IOT","UKR",21727367266,30.2
"3702","IOT","ZMB",2392,0.027
"3703","IOT","CHE",2171366788.14286,7.39514285714286
"3704","IOT","LKA",2841.66666666667,1.745
"3705","IOT","TUR",15187,0.726666666666667
"3706","IOT","BFA",6398,26.236
"3707","IOT","HRV",7996,2.013
"3708","IOT","AZE",1487,0.05
"3709","IOT","IDN",3339719412.68182,87.5921818181818
"3710","IOT","MKD",8855213908.5,7.7365
"3711","IOT","KHM",305276.5,99.602
"3712","IOT","BGR",2629566487.35484,7.40945161290323
"3713","IOT","BOL",5292,0.249
"3714","IOT","NPL",1415,0.68
"3715","IOT","GBR",93358.5,2.0254
"3716","IOT","MWI",5007,0.04
"3717","IOT","ESP",43109.6666666667,1.873
"3718","IOT","LTU",13168,4.5
"3719","IOT","SWE",73636,1.078
"3720","IOT","BEN",678,0.164
"3721","IOT","HUN",32.4545454545455,2.06327272727273
"3722","IOT","NER",184112,2.16
"3723","SLB","COK",3254,0.624
"3724","SLB","IDN",14262677245.0588,1910.21010011176
"3725","SLB","BGD",5597875301.25,4717.3235
"3726","SLB","DEU",9428971643.59036,256.613082373482
"3727","SLB","MAR",4503,0.013
"3728","SLB","BEL",8281535693,1448.6318
"3729","SLB","MYS",14464826146.1154,706.656299438462
"3730","SLB","YEM",8584354853,11.0258
"3731","SLB","CZE",13882762983.7436,26.6154615384615
"3732","SLB","MOZ",11062,1.125
"3733","SLB","MEX",13181275514.4118,193.818352941176
"3734","SLB","ATA",6807.6,0.192
"3735","SLB","MUS",84455577195,970
"3736","SLB","ECU",2026617.75,781.84575
"3737","SLB","NLD",2702034503,0.4716
"3738","SLB","IND",4866827366.38095,420.601714285714
"3739","SLB","FIN",2473444758.64706,2.81926470588235
"3740","SLB","COM",8385007266.33333,0.433333333333333
"3741","SLB","ITA",23728413469,1204.25341857143
"3742","SLB","DNK",4934435619.58333,7.76883333333333
"3743","SLB","CHN",6826549061.66667,276.772201547095
"3744","SLB","POL",3716291210.75,6.28775
"3745","SLB","MLI",14446,2.224
"3746","SLB","COL",1007,0.009
"3747","SLB","KHM",42923,6.226
"3748","SLB","VEN",9415035507.8,1.0714
"3749","SLB","USA",10224251904.2895,47.3120158802632
"3750","SLB","ISR",4728608,1.698
"3751","SLB","GHA",1885744,43.688
"3752","SLB","WLF",12809180033,0.015
"3753","SLB","FJI",2348994931.35088,46.7624035087719
"3754","SLB","TUN",4307007117.2,52.2958
"3755","SLB","CAN",12588664488.6897,2.41414630482759
"3756","SLB","CMR",1423,0.2
"3757","SLB","PHL",20707441519.619,5097.96353333333
"3758","SLB","PAK",9993812043.66667,44.912
"3759","SLB","THA",12047381042.2,3081.63644
"3760","SLB","SGP",5844096677.46429,336.989298369286
"3761","SLB","NOR",2241,1.1
"3762","SLB","BLZ",8587004544.5,14.224
"3763","SLB","SAU",3195905,17.38
"3764","SLB","NCL",5523242126.91892,128.565945945946
"3765","SLB","MWI",25190.5,0.2085
"3766","SLB","MLT",144728,0.035
"3767","SLB","SVK",9845268760,5.90775
"3768","SLB","LBN",613,0.0055
"3769","SLB","VNM",25752809025.8667,307.0064
"3770","SLB","MDG",3077890815.33333,38.7816666666667
"3771","SLB","GBR",4762296732.05714,376.046291038571
"3772","SLB","IRL",10986879290.6,0.7196
"3773","SLB","KIR",9303445596.55,1.75769772169
"3774","SLB","ALB",29503076737.8,17.3286
"3775","SLB","SVN",4050529070,1.66733333333333
"3776","SLB","GRD",2808,0.2005
"3777","SLB","NZL",10737328663.6119,310.710656680224
"3778","SLB","JPN",9017033140.48077,804.854512692308
"3779","SLB","KEN",1530.5,0.5135
"3780","SLB","PNG",63151.2857142857,8.51757142857143
"3781","SLB","BHR",8622,0.447
"3782","SLB","ARG",66423,7.64
"3783","SLB","CIV",33351573183,0.558
"3784","SLB","SYR",21492,15.895
"3785","SLB","ZAF",117802.583333333,64.9394166666667
"3786","SLB","VUT",4774418747.02941,21.5373761384706
"3787","SLB","FRA",8509681858.71698,35.6597821428302
"3788","SLB","TTO",10372,1.998
"3789","SLB","EGY",1013,0.48
"3790","SLB","CHE",2576404911.625,1.3534999999375
"3791","SLB","KOR",13035105786.0714,15231.9675952381
"3792","SLB","NGA",28399,0.106
"3793","SLB","TZA",8484338,14
"3794","SLB","ESP",5266189763.83333,8826.23285728333
"3795","SLB","PYF",36765772539.6667,40.9033333333333
"3796","SLB","NRU",25602.5714285714,5.60485714285714
"3797","SLB","BGR",1271214,31.836
"3798","SLB","JOR",3996,0.42
"3799","SLB","HKG",9949647156,76.5205552457778
"3800","SLB","N/A",49333.3333333333,43.698
"3801","SLB","RUS",22892432752.3333,14.072
"3802","SLB","SDN",3704215716.5,7.68225
"3803","SLB","AUS",6758958086.83417,91.3003673092211
"3804","SLB","SWE",4303,0.04
"3805","SLB","LKA",30765567160.3333,0.436
"3806","SLB","GUM",143812,22.752
"3807","SLB","UGA",1393316,468.1
"3808","SLB","MHL",1241,0.15
"3809","SLB","KGZ",37323164347,28
"3810","SLB","EST",17466482041,22.43
"3811","SLB","AUT",10184459996.2857,0.125571428571429
"3812","VGB","ETH",42101679796.7273,236.333727272727
"3813","VGB","LKA",10215843376.6667,62.4555952818625
"3814","VGB","PER",9726.5,3.4685
"3815","VGB","USA",3231476775.69101,208.825285915161
"3816","VGB","KAZ",2813375418.30726,34.6702290502793
"3817","VGB","COL",3393419736.12403,719.601837209302
"3818","VGB","TZA",1881425.75,880.57375
"3819","VGB","MLT",823057.5,104.34
"3820","VGB","MSR",16390609976,22.157
"3821","VGB","GTM",4746448031.23684,941.060815789474
"3822","VGB","AUT",2859682536.40541,8.32586486486487
"3823","VGB","BRA",2611077306.81329,166.39539556962
"3824","VGB","MDA",2006086152.625,10.9775
"3825","VGB","BRB",8312.71052631579,2.84589473684211
"3826","VGB","CHN",1709457195.9,12.482754814
"3827","VGB","IND",2300491560.98214,713.169460123046
"3828","VGB","MKD",5087375497.39474,22.2193157894737
"3829","VGB","BEL",334832.294117647,2316.36452941176
"3830","VGB","NIC",940198,0.981
"3831","VGB","TTO",3012861842.64706,5143.97
"3832","VGB","NGA",4578476102.30435,1166.64752173913
"3833","VGB","CAN",1106591283.592,76.3509964058672
"3834","VGB","GEO",57102.905982906,51.5697094017094
"3835","VGB","SVN",531314029.614525,0.88859217877095
"3836","VGB","FRA",1451101545.61404,12.3272181065263
"3837","VGB","CRI",3656931184.35417,16.634625
"3838","VGB","DMA",1830113015.90476,3.4667619047619
"3839","VGB","SAU",5065149689.98485,6.15345454545455
"3840","VGB","MWI",15203.5,1.276
"3841","VGB","MNE",740944.111111111,10.3018888888889
"3842","VGB","GUY",2108060820,29.4148
"3843","VGB","SWE",3486066743.51724,44.3212413793103
